2021	7	15	10	57	18.566	-3.23415468	102.2503995	-1.386	0.3	39
2021	7	15	10	57	57.787	-3.233655118	102.2527834	-1.256	0.5	40
2021	7	15	11	2	25.111	-3.231782112	102.2552159	-0.926	0.5	41
2021	7	15	11	13	15.882	-3.23588798	102.2530831	-1.016	0.2	42
2021	7	15	11	20	49.704	-3.232006487	102.2546489	-1.176	0.2	43
2021	7	15	11	25	2.785	-3.231989049	102.2548827	-1.026	0.2	44
2021	7	15	11	25	14.874	-3.232263464	102.2527782	-0.566	0.4	45
2021	7	15	11	38	23.795	-3.235924542	102.2532358	-1.006	0.2	46
2021	7	15	11	38	52.959	-3.234351863	102.2531232	-1.476	0.4	47
2021	7	15	11	40	15.235	-3.233075808	102.2557519	-0.846	0.5	48
2021	7	15	11	41	54.591	-3.236423072	102.2504743	-1.776	0.3	49
2021	7	15	11	51	0.341	-3.229535296	102.2497826	-2.326	0.3	50
2021	7	15	12	16	2.992	-3.230152158	102.2539796	-1.166	0.4	51
2021	7	15	12	19	24.846	-3.228927773	102.2556731	-0.576	0.1	52
2021	7	15	12	20	30.721	-3.229394576	102.2545301	-0.886	0.9	53
2021	7	15	12	21	33.456	-3.229621101	102.2547542	-1.366	0	54
2021	7	15	12	23	45.846	-3.228799505	102.2550261	-1.476	0.2	55
2021	7	15	12	42	10.442	-3.231186674	102.2555771	-0.646	0.2	56
2021	7	15	13	0	32.431	-3.232753052	102.2533702	-1.056	0.7	57
2021	7	15	13	8	43.434	-3.233220899	102.2526138	-1.356	0.6	58
2021	7	15	13	13	9.637	-3.226980918	102.2575394	-1.326	0.1	59
2021	7	15	13	41	23.886	-3.232700935	102.2541436	-1.926	0.4	60
2021	7	15	14	18	1.06	-3.228497676	102.2570229	-1.596	0.1	61
2021	7	15	16	9	41.42	-3.231886495	102.2537232	-1.326	0.3	62
2021	7	15	11	13	15.866	-3.23568	102.25395	-0.78	0.1	63
2021	7	16	21	47	50.337	-3.229036851	102.2525801	-1.746	0.3	64
2021	7	16	4	33	40.214	-3.230046308	102.2549329	-0.876	0.7	65
2021	7	16	5	35	18.209	-3.232280999	102.2525803	-0.916	0.1	66
2021	7	16	5	42	10.229	-3.224285456	102.2566026	-1.516	0.2	67
2021	7	16	6	12	39.286	-3.232117559	102.2522931	-0.746	0.2	68
2021	7	16	6	51	9.839	-3.230741093	102.2512269	-1.176	0.4	69
2021	7	16	7	36	28.023	-3.234825759	102.2512698	-0.936	0.4	70
2021	7	16	7	54	34.681	-3.23408743	102.2522518	-1.386	0.2	71
2021	7	16	7	54	34.669	-3.233835483	102.2526481	-1.476	0.2	72
2021	7	16	7	54	51.251	-3.233531199	102.2537368	-1.316	0.1	73
2021	7	16	7	56	23.947	-3.23357489	102.2531882	-1.226	0	74
2021	7	16	7	56	59.549	-3.235352327	102.2521675	-1.066	0.1	75
2021	7	16	7	58	6.857	-3.238427179	102.2464231	-1.096	0.1	76
2021	7	16	8	2	14.802	-3.235155823	102.2530131	-1.226	0.5	77
2021	7	16	8	2	21.622	-3.234885121	102.2498402	-1.516	0.5	78
2021	7	16	8	3	57.712	-3.23280485	102.25248	-1.206	0.1	79
2021	7	16	8	4	2.322	-3.234711025	102.2522771	-0.926	0.2	80
2021	7	16	8	19	52.649	-3.231708842	102.2548565	-0.686	0.3	81
2021	7	16	8	19	58.825	-3.229686858	102.2590066	-1.866	0.2	82
2021	7	16	8	44	31.908	-3.227955125	102.2535629	-1.106	0	83
2021	7	16	9	3	35.17	-3.228797688	102.2576874	-1.536	0	84
2021	7	16	9	28	30.276	-3.232832033	102.2525069	-2.206	0.1	85
2021	7	16	19	25	26.817	-3.23048043	102.2550666	-2.046	1	86
2021	7	16	19	52	40.983	-3.22896165	102.2548369	-2.136	0.3	87
2021	7	16	21	39	54.122	-3.230430509	102.2533225	-1.456	0.5	88
2021	7	16	22	12	32.398	-3.231211073	102.2545791	-1.676	0	89
2021	7	17	23	9	42.953	-3.230081233	102.2544833	-1.916	0	90
2021	7	17	0	23	44.077	-3.229706774	102.2563543	-1.556	0	91
2021	7	17	1	45	27.603	-3.229921065	102.2554007	-2.016	0.5	92
2021	7	17	4	22	35.305	-3.230332059	102.2536734	-1.336	0.2	93
2021	7	17	4	40	46.344	-3.231571193	102.2540837	-1.956	0.4	94
2021	7	17	8	28	3.798	-3.229836632	102.2509326	-0.806	0.4	95
2021	7	17	8	34	2.114	-3.229914562	102.2496827	-0.776	0.4	96
2021	7	17	8	46	3.113	-3.223038942	102.2534683	-1.076	0.6	97
2021	7	17	11	12	33.229	-3.226485556	102.2548166	-0.926	0.3	98
2021	7	17	13	18	13.13	-3.2292062	102.2517165	-0.826	0.1	99
2021	7	17	9	35	54.665	-3.68337	101.66061	0	2.8	100
2021	7	18	7	4	4.53	-3.22577944	102.2576865	-0.616	0	101
2021	7	18	2	25	29.562	-4.07544	101.43335	-55.2	2.15	102
2021	7	20	2	46	27.851	-4.05735	102.15619	0	2.2	103
2021	7	20	2	46	27.867	-4.05735	102.15679	0	2.2	104
2021	7	21	7	2	58.563	-3.38419	101.52329	0	2.4	105
2021	7	28	1	30	14.692	-4.05735	102.28659	0	2.5	106
2021	7	28	19	5	56.591	-3.71559	101.77232	0	2.2	107
