2021	7	10	16	21	35.728	-3.9857	101.98683	-51.05	2.3	0
2021	7	10	16	21	35.612	-3.99022	101.87897	-30	2.4	1
2021	7	12	14	42	46.892	-3.227350505	102.2538702	-1.056	0.7	2
2021	7	12	0	35	34.544	-4.09272	102.20635	-6	1.8	3
2021	7	12	6	30	36.784	-4.05735	101.45136	0	2.27	4
2021	7	12	15	14	0.726	-3.40201	101.42676	0	2.1	5
2021	7	13	8	30	12.588	-4.07544	101.43335	-55.2	2.45	6
2021	7	13	20	25	53.477	-3.64569	101.80813	-59.2	1.9	7
2021	7	14	11	17	47.205	-3.230585938	102.2539874	-0.866	0.4	8
2021	7	14	13	45	32.139	-3.230333183	102.254087	-1.116	0.2	9
2021	7	14	15	24	4.877	-3.232151822	102.2516007	-1.236	0.5	10
2021	7	14	9	0	11.278	-3.80888	101.76553	0	2.3	11
2021	7	14	10	13	45.436	-3.54139	101.40334	-59.2	2.114	12
2021	7	15	17	14	15.832	-3.229219018	102.2564365	-1.176	0.6	13
2021	7	15	6	42	31.695	-3.237168992	102.2522795	-0.776	0.6	14
2021	7	15	8	2	33.36	-3.22421175	102.2560814	-1.126	0.3	15
2021	7	15	8	24	35.188	-3.231056523	102.2542379	-1.156	0.1	16
2021	7	15	8	28	6.527	-3.228810908	102.2558982	-1.696	0.2	17
2021	7	15	9	40	1.812	-3.234638561	102.2522143	-1.046	0.7	18
2021	7	15	9	40	55.432	-3.233897735	102.2522793	-1.096	0.7	19
2021	7	15	9	41	30.298	-3.23006653	102.2523975	-1.566	0.3	20
2021	7	15	9	42	29.715	-3.233512571	102.2502125	-1.286	0.2	21
2021	7	15	9	42	36.589	-3.234516382	102.2471709	-1.556	0.5	22
2021	7	15	9	46	1.012	-3.225848103	102.2563467	-0.726	0.6	23
2021	7	15	9	49	31.878	-3.227100384	102.2549408	-0.856	0.4	24
2021	7	15	9	52	12.111	-3.220732908	102.2561806	-1.076	0.6	25
2021	7	15	9	57	15.135	-3.230316278	102.2511921	-1.136	0.2	26
2021	7	15	10	7	10.136	-3.23147096	102.2537783	-1.106	0.4	27
2021	7	15	10	9	56.725	-3.229595773	102.2554106	-1.356	1.8	28
2021	7	15	10	24	46.119	-3.230239249	102.2561012	-1.006	0.4	29
2021	7	15	10	30	56.106	-3.228532359	102.2564833	-1.486	1.2	30
2021	7	15	10	35	56.211	-3.228128931	102.2576712	-1.246	0.7	31
2021	7	15	10	39	54.738	-3.234120761	102.2512178	-1.506	0.4	32
2021	7	15	10	47	20.608	-3.234296371	102.2526558	-1.276	0.3	33
2021	7	15	10	49	24.737	-3.235095925	102.2509275	-1.456	0.3	34
2021	7	15	10	49	38.454	-3.235686481	102.2487771	-1.666	0.5	35
2021	7	15	10	49	38.414	-3.237487864	102.2499141	-1.796	0.4	36
2021	7	15	10	52	50.776	-3.231230905	102.2552264	-0.646	0.3	37
2021	7	15	10	55	58.495	-3.228045759	102.2536616	-1.486	0	38
